Circuito,Anno,Scuderia,Pilota,Nazionalità,Posizione Finale
Belgian Grand Prix,2011,Renault,Petrov,Russian,9
Belgian Grand Prix,2011,Williams,Maldonado,Venezuelan,10
Belgian Grand Prix,2011,Force India,di Resta,British,11
Belgian Grand Prix,2011,Sauber,Kobayashi,Japanese,12
Belgian Grand Prix,2011,Renault,Senna,Brazilian,13
Belgian Grand Prix,2011,Lotus,Trulli,Italian,14
Belgian Grand Prix,2011,Lotus,Kovalainen,Finnish,15
Belgian Grand Prix,2011,Williams,Barrichello,Brazilian,16
Belgian Grand Prix,2011,Virgin,d'Ambrosio,Belgian,17
Belgian Grand Prix,2011,Virgin,Glock,German,18
Belgian Grand Prix,2011,HRT,Liuzzi,Italian,19
Belgian Grand Prix,2011,Sauber,Pérez,Mexican,20
Belgian Grand Prix,2011,HRT,Ricciardo,Australian,21
Belgian Grand Prix,2011,McLaren,Hamilton,British,22
Belgian Grand Prix,2011,Toro Rosso,Buemi,Swiss,23
Belgian Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,24
Italian Grand Prix,2011,Red Bull,Vettel,German,1
Italian Grand Prix,2011,McLaren,Button,British,2
Italian Grand Prix,2011,Ferrari,Alonso,Spanish,3
Italian Grand Prix,2011,McLaren,Hamilton,British,4
Italian Grand Prix,2011,Mercedes,Schumacher,German,5
Italian Grand Prix,2011,Ferrari,Massa,Brazilian,6
Italian Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,7
Italian Grand Prix,2011,Force India,di Resta,British,8
Italian Grand Prix,2011,Renault,Senna,Brazilian,9
Italian Grand Prix,2011,Toro Rosso,Buemi,Swiss,10
Italian Grand Prix,2011,Williams,Maldonado,Venezuelan,11
Italian Grand Prix,2011,Williams,Barrichello,Brazilian,12
Italian Grand Prix,2011,Lotus,Kovalainen,Finnish,13
Italian Grand Prix,2011,Lotus,Trulli,Italian,14
Italian Grand Prix,2011,Virgin,Glock,German,15
Italian Grand Prix,2011,HRT,Ricciardo,Australian,16
Italian Grand Prix,2011,Sauber,Pérez,Mexican,17
Italian Grand Prix,2011,Sauber,Kobayashi,Japanese,18
Italian Grand Prix,2011,Force India,Sutil,German,19
Italian Grand Prix,2011,Red Bull,Webber,Australian,20
Italian Grand Prix,2011,Virgin,d'Ambrosio,Belgian,21
Italian Grand Prix,2011,Renault,Petrov,Russian,22
Italian Grand Prix,2011,Mercedes,Rosberg,German,23
Italian Grand Prix,2011,HRT,Liuzzi,Italian,24
Singapore Grand Prix,2011,Red Bull,Vettel,German,1
Singapore Grand Prix,2011,McLaren,Button,British,2
Singapore Grand Prix,2011,Red Bull,Webber,Australian,3
Singapore Grand Prix,2011,Ferrari,Alonso,Spanish,4
Singapore Grand Prix,2011,McLaren,Hamilton,British,5
Singapore Grand Prix,2011,Force India,di Resta,British,6
Singapore Grand Prix,2011,Mercedes,Rosberg,German,7
Singapore Grand Prix,2011,Force India,Sutil,German,8
Singapore Grand Prix,2011,Ferrari,Massa,Brazilian,9
Singapore Grand Prix,2011,Sauber,Pérez,Mexican,10
Singapore Grand Prix,2011,Williams,Maldonado,Venezuelan,11
Singapore Grand Prix,2011,Toro Rosso,Buemi,Swiss,12
Singapore Grand Prix,2011,Williams,Barrichello,Brazilian,13
Singapore Grand Prix,2011,Sauber,Kobayashi,Japanese,14
Singapore Grand Prix,2011,Renault,Senna,Brazilian,15
Singapore Grand Prix,2011,Lotus,Kovalainen,Finnish,16
Singapore Grand Prix,2011,Renault,Petrov,Russian,17
Singapore Grand Prix,2011,Virgin,d'Ambrosio,Belgian,18
Singapore Grand Prix,2011,HRT,Ricciardo,Australian,19
Singapore Grand Prix,2011,HRT,Liuzzi,Italian,20
Singapore Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,21
Singapore Grand Prix,2011,Lotus,Trulli,Italian,22
Singapore Grand Prix,2011,Mercedes,Schumacher,German,23
Singapore Grand Prix,2011,Virgin,Glock,German,24
Japanese Grand Prix,2011,McLaren,Button,British,1
Japanese Grand Prix,2011,Ferrari,Alonso,Spanish,2
Japanese Grand Prix,2011,Red Bull,Vettel,German,3
Japanese Grand Prix,2011,Red Bull,Webber,Australian,4
Japanese Grand Prix,2011,McLaren,Hamilton,British,5
Japanese Grand Prix,2011,Mercedes,Schumacher,German,6
Japanese Grand Prix,2011,Ferrari,Massa,Brazilian,7
Japanese Grand Prix,2011,Sauber,Pérez,Mexican,8
Japanese Grand Prix,2011,Renault,Petrov,Russian,9
Japanese Grand Prix,2011,Mercedes,Rosberg,German,10
Japanese Grand Prix,2011,Force India,Sutil,German,11
Japanese Grand Prix,2011,Force India,di Resta,British,12
Japanese Grand Prix,2011,Sauber,Kobayashi,Japanese,13
Japanese Grand Prix,2011,Williams,Maldonado,Venezuelan,14
Japanese Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,15
Japanese Grand Prix,2011,Renault,Senna,Brazilian,16
Japanese Grand Prix,2011,Williams,Barrichello,Brazilian,17
Japanese Grand Prix,2011,Lotus,Kovalainen,Finnish,18
Japanese Grand Prix,2011,Lotus,Trulli,Italian,19
Japanese Grand Prix,2011,Virgin,Glock,German,20
Japanese Grand Prix,2011,Virgin,d'Ambrosio,Belgian,21
Japanese Grand Prix,2011,HRT,Ricciardo,Australian,22
Japanese Grand Prix,2011,HRT,Liuzzi,Italian,23
Japanese Grand Prix,2011,Toro Rosso,Buemi,Swiss,24
Korean Grand Prix,2011,Red Bull,Vettel,German,1
Korean Grand Prix,2011,McLaren,Hamilton,British,2
Korean Grand Prix,2011,Red Bull,Webber,Australian,3
Korean Grand Prix,2011,McLaren,Button,British,4
Korean Grand Prix,2011,Ferrari,Alonso,Spanish,5
Korean Grand Prix,2011,Ferrari,Massa,Brazilian,6
Korean Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,7
Korean Grand Prix,2011,Mercedes,Rosberg,German,8
Korean Grand Prix,2011,Toro Rosso,Buemi,Swiss,9
Korean Grand Prix,2011,Force India,di Resta,British,10
Korean Grand Prix,2011,Force India,Sutil,German,11
Korean Grand Prix,2011,Williams,Barrichello,Brazilian,12
Korean Grand Prix,2011,Renault,Senna,Brazilian,13
Korean Grand Prix,2011,Lotus,Kovalainen,Finnish,14
Korean Grand Prix,2011,Sauber,Kobayashi,Japanese,15
Korean Grand Prix,2011,Sauber,Pérez,Mexican,16
Korean Grand Prix,2011,Lotus,Trulli,Italian,17
Korean Grand Prix,2011,Virgin,Glock,German,18
Korean Grand Prix,2011,HRT,Ricciardo,Australian,19
Korean Grand Prix,2011,Virgin,d'Ambrosio,Belgian,20
Korean Grand Prix,2011,HRT,Liuzzi,Italian,21
Korean Grand Prix,2011,Williams,Maldonado,Venezuelan,22
Korean Grand Prix,2011,Renault,Petrov,Russian,23
Korean Grand Prix,2011,Mercedes,Schumacher,German,24
Indian Grand Prix,2011,Red Bull,Vettel,German,1
Indian Grand Prix,2011,McLaren,Button,British,2
Indian Grand Prix,2011,Ferrari,Alonso,Spanish,3
Indian Grand Prix,2011,Red Bull,Webber,Australian,4
Indian Grand Prix,2011,Mercedes,Schumacher,German,5
Indian Grand Prix,2011,Mercedes,Rosberg,German,6
Indian Grand Prix,2011,McLaren,Hamilton,British,7
Indian Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,8
Indian Grand Prix,2011,Force India,Sutil,German,9
Indian Grand Prix,2011,Sauber,Pérez,Mexican,10
Indian Grand Prix,2011,Renault,Petrov,Russian,11
Indian Grand Prix,2011,Renault,Senna,Brazilian,12
Indian Grand Prix,2011,Force India,di Resta,British,13
Indian Grand Prix,2011,Lotus,Kovalainen,Finnish,14
Indian Grand Prix,2011,Williams,Barrichello,Brazilian,15
Indian Grand Prix,2011,Virgin,d'Ambrosio,Belgian,16
Indian Grand Prix,2011,HRT,Karthikeyan,Indian,17
Indian Grand Prix,2011,HRT,Ricciardo,Australian,18
Indian Grand Prix,2011,Lotus,Trulli,Italian,19
Indian Grand Prix,2011,Ferrari,Massa,Brazilian,20
Indian Grand Prix,2011,Toro Rosso,Buemi,Swiss,21
Indian Grand Prix,2011,Williams,Maldonado,Venezuelan,22
Indian Grand Prix,2011,Virgin,Glock,German,23
Indian Grand Prix,2011,Sauber,Kobayashi,Japanese,24
Abu Dhabi Grand Prix,2011,McLaren,Hamilton,British,1
Abu Dhabi Grand Prix,2011,Ferrari,Alonso,Spanish,2
Abu Dhabi Grand Prix,2011,McLaren,Button,British,3
Abu Dhabi Grand Prix,2011,Red Bull,Webber,Australian,4
Abu Dhabi Grand Prix,2011,Ferrari,Massa,Brazilian,5
Abu Dhabi Grand Prix,2011,Mercedes,Rosberg,German,6
Abu Dhabi Grand Prix,2011,Mercedes,Schumacher,German,7
Abu Dhabi Grand Prix,2011,Force India,Sutil,German,8
Abu Dhabi Grand Prix,2011,Force India,di Resta,British,9
Abu Dhabi Grand Prix,2011,Sauber,Kobayashi,Japanese,10
Abu Dhabi Grand Prix,2011,Sauber,Pérez,Mexican,11
Abu Dhabi Grand Prix,2011,Williams,Barrichello,Brazilian,12
Abu Dhabi Grand Prix,2011,Renault,Petrov,Russian,13
Abu Dhabi Grand Prix,2011,Williams,Maldonado,Venezuelan,14
Abu Dhabi Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,15
Abu Dhabi Grand Prix,2011,Renault,Senna,Brazilian,16
Abu Dhabi Grand Prix,2011,Lotus,Kovalainen,Finnish,17
Abu Dhabi Grand Prix,2011,Lotus,Trulli,Italian,18
Abu Dhabi Grand Prix,2011,Virgin,Glock,German,19
Abu Dhabi Grand Prix,2011,HRT,Liuzzi,Italian,20
Abu Dhabi Grand Prix,2011,HRT,Ricciardo,Australian,21
Abu Dhabi Grand Prix,2011,Toro Rosso,Buemi,Swiss,22
Abu Dhabi Grand Prix,2011,Virgin,d'Ambrosio,Belgian,23
Abu Dhabi Grand Prix,2011,Red Bull,Vettel,German,24
Brazilian Grand Prix,2011,Red Bull,Webber,Australian,1
Brazilian Grand Prix,2011,Red Bull,Vettel,German,2
Brazilian Grand Prix,2011,McLaren,Button,British,3
Brazilian Grand Prix,2011,Ferrari,Alonso,Spanish,4
Brazilian Grand Prix,2011,Ferrari,Massa,Brazilian,5
Brazilian Grand Prix,2011,Force India,Sutil,German,6
Brazilian Grand Prix,2011,Mercedes,Rosberg,German,7
Brazilian Grand Prix,2011,Force India,di Resta,British,8
Brazilian Grand Prix,2011,Sauber,Kobayashi,Japanese,9
Brazilian Grand Prix,2011,Renault,Petrov,Russian,10
Brazilian Grand Prix,2011,Toro Rosso,Alguersuari,Spanish,11
Brazilian Grand Prix,2011,Toro Rosso,Buemi,Swiss,12
Brazilian Grand Prix,2011,Sauber,Pérez,Mexican,13
Brazilian Grand Prix,2011,Williams,Barrichello,Brazilian,14
Brazilian Grand Prix,2011,Mercedes,Schumacher,German,15
Brazilian Grand Prix,2011,Lotus,Kovalainen,Finnish,16
Brazilian Grand Prix,2011,Renault,Senna,Brazilian,17
Brazilian Grand Prix,2011,Lotus,Trulli,Italian,18
Brazilian Grand Prix,2011,Virgin,d'Ambrosio,Belgian,19
Brazilian Grand Prix,2011,HRT,Ricciardo,Australian,20
Brazilian Grand Prix,2011,HRT,Liuzzi,Italian,21
Brazilian Grand Prix,2011,McLaren,Hamilton,British,22
Brazilian Grand Prix,2011,Williams,Maldonado,Venezuelan,23
Brazilian Grand Prix,2011,Virgin,Glock,German,24
Australian Grand Prix,2012,McLaren,Button,British,1
Australian Grand Prix,2012,Red Bull,Vettel,German,2
Australian Grand Prix,2012,McLaren,Hamilton,British,3
Australian Grand Prix,2012,Red Bull,Webber,Australian,4
Australian Grand Prix,2012,Ferrari,Alonso,Spanish,5
Australian Grand Prix,2012,Sauber,Kobayashi,Japanese,6
Australian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,7
Australian Grand Prix,2012,Sauber,Pérez,Mexican,8
Australian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,9
Australian Grand Prix,2012,Force India,di Resta,British,10
Australian Grand Prix,2012,Toro Rosso,Vergne,French,11
Australian Grand Prix,2012,Mercedes,Rosberg,German,12
Australian Grand Prix,2012,Williams,Maldonado,Venezuelan,13
Australian Grand Prix,2012,Marussia,Glock,German,14
Australian Grand Prix,2012,Marussia,Pic,French,15
Australian Grand Prix,2012,Williams,Senna,Brazilian,16
Australian Grand Prix,2012,Ferrari,Massa,Brazilian,17
Australian Grand Prix,2012,Caterham,Kovalainen,Finnish,18
Australian Grand Prix,2012,Caterham,Petrov,Russian,19
Australian Grand Prix,2012,Mercedes,Schumacher,German,20
Australian Grand Prix,2012,Lotus F1,Grosjean,French,21
Australian Grand Prix,2012,Force India,Hülkenberg,German,22
Australian Grand Prix,2012,HRT,de la Rosa,Spanish,23
Australian Grand Prix,2012,HRT,Karthikeyan,Indian,24
Malaysian Grand Prix,2012,Ferrari,Alonso,Spanish,1
Malaysian Grand Prix,2012,Sauber,Pérez,Mexican,2
Malaysian Grand Prix,2012,McLaren,Hamilton,British,3
Malaysian Grand Prix,2012,Red Bull,Webber,Australian,4
Malaysian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,5
Malaysian Grand Prix,2012,Williams,Senna,Brazilian,6
Malaysian Grand Prix,2012,Force India,di Resta,British,7
Malaysian Grand Prix,2012,Toro Rosso,Vergne,French,8
Malaysian Grand Prix,2012,Force India,Hülkenberg,German,9
Malaysian Grand Prix,2012,Mercedes,Schumacher,German,10
Malaysian Grand Prix,2012,Red Bull,Vettel,German,11
Malaysian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,12
Malaysian Grand Prix,2012,Mercedes,Rosberg,German,13
Malaysian Grand Prix,2012,McLaren,Button,British,14
Malaysian Grand Prix,2012,Ferrari,Massa,Brazilian,15
Malaysian Grand Prix,2012,Caterham,Petrov,Russian,16
Malaysian Grand Prix,2012,Marussia,Glock,German,17
Malaysian Grand Prix,2012,Caterham,Kovalainen,Finnish,18
Malaysian Grand Prix,2012,Williams,Maldonado,Venezuelan,19
Malaysian Grand Prix,2012,Marussia,Pic,French,20
Malaysian Grand Prix,2012,HRT,Karthikeyan,Indian,21
Malaysian Grand Prix,2012,HRT,de la Rosa,Spanish,22
Malaysian Grand Prix,2012,Sauber,Kobayashi,Japanese,23
Malaysian Grand Prix,2012,Lotus F1,Grosjean,French,24
Chinese Grand Prix,2012,Mercedes,Rosberg,German,1
Chinese Grand Prix,2012,McLaren,Button,British,2
Chinese Grand Prix,2012,McLaren,Hamilton,British,3
Chinese Grand Prix,2012,Red Bull,Webber,Australian,4
Chinese Grand Prix,2012,Red Bull,Vettel,German,5
Chinese Grand Prix,2012,Lotus F1,Grosjean,French,6
Chinese Grand Prix,2012,Williams,Senna,Brazilian,7
Chinese Grand Prix,2012,Williams,Maldonado,Venezuelan,8
Chinese Grand Prix,2012,Ferrari,Alonso,Spanish,9
Chinese Grand Prix,2012,Sauber,Kobayashi,Japanese,10
Chinese Grand Prix,2012,Sauber,Pérez,Mexican,11
Chinese Grand Prix,2012,Force India,di Resta,British,12
Chinese Grand Prix,2012,Ferrari,Massa,Brazilian,13
Chinese Grand Prix,2012,Lotus F1,Räikkönen,Finnish,14
Chinese Grand Prix,2012,Force India,Hülkenberg,German,15
Chinese Grand Prix,2012,Toro Rosso,Vergne,French,16
Chinese Grand Prix,2012,Toro Rosso,Ricciardo,Australian,17
Chinese Grand Prix,2012,Caterham,Petrov,Russian,18
Chinese Grand Prix,2012,Marussia,Glock,German,19
Chinese Grand Prix,2012,Marussia,Pic,French,20
Chinese Grand Prix,2012,HRT,de la Rosa,Spanish,21
Chinese Grand Prix,2012,HRT,Karthikeyan,Indian,22
Chinese Grand Prix,2012,Caterham,Kovalainen,Finnish,23
Chinese Grand Prix,2012,Mercedes,Schumacher,German,24
Bahrain Grand Prix,2012,Red Bull,Vettel,German,1
Bahrain Grand Prix,2012,Lotus F1,Räikkönen,Finnish,2
Bahrain Grand Prix,2012,Lotus F1,Grosjean,French,3
Bahrain Grand Prix,2012,Red Bull,Webber,Australian,4
Bahrain Grand Prix,2012,Mercedes,Rosberg,German,5
Bahrain Grand Prix,2012,Force India,di Resta,British,6
Bahrain Grand Prix,2012,Ferrari,Alonso,Spanish,7
Bahrain Grand Prix,2012,McLaren,Hamilton,British,8
Bahrain Grand Prix,2012,Ferrari,Massa,Brazilian,9
Bahrain Grand Prix,2012,Mercedes,Schumacher,German,10
Bahrain Grand Prix,2012,Sauber,Pérez,Mexican,11
Bahrain Grand Prix,2012,Force India,Hülkenberg,German,12
Bahrain Grand Prix,2012,Sauber,Kobayashi,Japanese,13
Bahrain Grand Prix,2012,Toro Rosso,Vergne,French,14
Bahrain Grand Prix,2012,Toro Rosso,Ricciardo,Australian,15
Bahrain Grand Prix,2012,Caterham,Petrov,Russian,16
Bahrain Grand Prix,2012,Caterham,Kovalainen,Finnish,17
Bahrain Grand Prix,2012,McLaren,Button,British,18
Bahrain Grand Prix,2012,Marussia,Glock,German,19
Bahrain Grand Prix,2012,HRT,de la Rosa,Spanish,20
Bahrain Grand Prix,2012,HRT,Karthikeyan,Indian,21
Bahrain Grand Prix,2012,Williams,Senna,Brazilian,22
Bahrain Grand Prix,2012,Williams,Maldonado,Venezuelan,23
Bahrain Grand Prix,2012,Marussia,Pic,French,24
Spanish Grand Prix,2012,Williams,Maldonado,Venezuelan,1
Spanish Grand Prix,2012,Ferrari,Alonso,Spanish,2
Spanish Grand Prix,2012,Lotus F1,Räikkönen,Finnish,3
Spanish Grand Prix,2012,Lotus F1,Grosjean,French,4
Spanish Grand Prix,2012,Sauber,Kobayashi,Japanese,5
Spanish Grand Prix,2012,Red Bull,Vettel,German,6
Spanish Grand Prix,2012,Mercedes,Rosberg,German,7
Spanish Grand Prix,2012,McLaren,Hamilton,British,8
Spanish Grand Prix,2012,McLaren,Button,British,9
Spanish Grand Prix,2012,Force India,Hülkenberg,German,10
Spanish Grand Prix,2012,Red Bull,Webber,Australian,11
Spanish Grand Prix,2012,Toro Rosso,Vergne,French,12
Spanish Grand Prix,2012,Toro Rosso,Ricciardo,Australian,13
Spanish Grand Prix,2012,Force India,di Resta,British,14
Spanish Grand Prix,2012,Ferrari,Massa,Brazilian,15
Spanish Grand Prix,2012,Caterham,Kovalainen,Finnish,16
Spanish Grand Prix,2012,Caterham,Petrov,Russian,17
Spanish Grand Prix,2012,Marussia,Glock,German,18
Spanish Grand Prix,2012,HRT,de la Rosa,Spanish,19
Spanish Grand Prix,2012,Sauber,Pérez,Mexican,20
Spanish Grand Prix,2012,Marussia,Pic,French,21
Spanish Grand Prix,2012,HRT,Karthikeyan,Indian,22
Spanish Grand Prix,2012,Williams,Senna,Brazilian,23
Spanish Grand Prix,2012,Mercedes,Schumacher,German,24
Monaco Grand Prix,2012,Red Bull,Webber,Australian,1
Monaco Grand Prix,2012,Mercedes,Rosberg,German,2
Monaco Grand Prix,2012,Ferrari,Alonso,Spanish,3
Monaco Grand Prix,2012,Red Bull,Vettel,German,4
Monaco Grand Prix,2012,McLaren,Hamilton,British,5
Monaco Grand Prix,2012,Ferrari,Massa,Brazilian,6
Monaco Grand Prix,2012,Force India,di Resta,British,7
Monaco Grand Prix,2012,Force India,Hülkenberg,German,8
Monaco Grand Prix,2012,Lotus F1,Räikkönen,Finnish,9
Monaco Grand Prix,2012,Williams,Senna,Brazilian,10
Monaco Grand Prix,2012,Sauber,Pérez,Mexican,11
Monaco Grand Prix,2012,Toro Rosso,Vergne,French,12
Monaco Grand Prix,2012,Caterham,Kovalainen,Finnish,13
Monaco Grand Prix,2012,Marussia,Glock,German,14
Monaco Grand Prix,2012,HRT,Karthikeyan,Indian,15
Monaco Grand Prix,2012,McLaren,Button,British,16
Monaco Grand Prix,2012,Toro Rosso,Ricciardo,Australian,17
Monaco Grand Prix,2012,Marussia,Pic,French,18
Monaco Grand Prix,2012,Mercedes,Schumacher,German,19
Monaco Grand Prix,2012,Caterham,Petrov,Russian,20
Monaco Grand Prix,2012,Sauber,Kobayashi,Japanese,21
Monaco Grand Prix,2012,HRT,de la Rosa,Spanish,22
Monaco Grand Prix,2012,Williams,Maldonado,Venezuelan,23
Monaco Grand Prix,2012,Lotus F1,Grosjean,French,24
Canadian Grand Prix,2012,McLaren,Hamilton,British,1
Canadian Grand Prix,2012,Lotus F1,Grosjean,French,2
Canadian Grand Prix,2012,Sauber,Pérez,Mexican,3
Canadian Grand Prix,2012,Red Bull,Vettel,German,4
Canadian Grand Prix,2012,Ferrari,Alonso,Spanish,5
Canadian Grand Prix,2012,Mercedes,Rosberg,German,6
Canadian Grand Prix,2012,Red Bull,Webber,Australian,7
Canadian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,8
Canadian Grand Prix,2012,Sauber,Kobayashi,Japanese,9
Canadian Grand Prix,2012,Ferrari,Massa,Brazilian,10
Canadian Grand Prix,2012,Force India,di Resta,British,11
Canadian Grand Prix,2012,Force India,Hülkenberg,German,12
Canadian Grand Prix,2012,Williams,Maldonado,Venezuelan,13
Canadian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,14
Canadian Grand Prix,2012,Toro Rosso,Vergne,French,15
Canadian Grand Prix,2012,McLaren,Button,British,16
Canadian Grand Prix,2012,Williams,Senna,Brazilian,17
Canadian Grand Prix,2012,Caterham,Kovalainen,Finnish,18
Canadian Grand Prix,2012,Caterham,Petrov,Russian,19
Canadian Grand Prix,2012,Marussia,Pic,French,20
Canadian Grand Prix,2012,Marussia,Glock,German,21
Canadian Grand Prix,2012,Mercedes,Schumacher,German,22
Canadian Grand Prix,2012,HRT,de la Rosa,Spanish,23
Canadian Grand Prix,2012,HRT,Karthikeyan,Indian,24
European Grand Prix,2012,Ferrari,Alonso,Spanish,1
European Grand Prix,2012,Lotus F1,Räikkönen,Finnish,2
European Grand Prix,2012,Mercedes,Schumacher,German,3
European Grand Prix,2012,Red Bull,Webber,Australian,4
European Grand Prix,2012,Force India,Hülkenberg,German,5
European Grand Prix,2012,Mercedes,Rosberg,German,6
European Grand Prix,2012,Force India,di Resta,British,7
European Grand Prix,2012,McLaren,Button,British,8
European Grand Prix,2012,Sauber,Pérez,Mexican,9
European Grand Prix,2012,Williams,Senna,Brazilian,10
European Grand Prix,2012,Toro Rosso,Ricciardo,Australian,11
European Grand Prix,2012,Williams,Maldonado,Venezuelan,12
European Grand Prix,2012,Caterham,Petrov,Russian,13
European Grand Prix,2012,Caterham,Kovalainen,Finnish,14
European Grand Prix,2012,Marussia,Pic,French,15
European Grand Prix,2012,Ferrari,Massa,Brazilian,16
European Grand Prix,2012,HRT,de la Rosa,Spanish,17
European Grand Prix,2012,HRT,Karthikeyan,Indian,18
European Grand Prix,2012,McLaren,Hamilton,British,19
European Grand Prix,2012,Lotus F1,Grosjean,French,20
European Grand Prix,2012,Red Bull,Vettel,German,21
European Grand Prix,2012,Sauber,Kobayashi,Japanese,22
European Grand Prix,2012,Toro Rosso,Vergne,French,23
European Grand Prix,2012,Marussia,Glock,German,24
British Grand Prix,2012,Red Bull,Webber,Australian,1
British Grand Prix,2012,Ferrari,Alonso,Spanish,2
British Grand Prix,2012,Red Bull,Vettel,German,3
British Grand Prix,2012,Ferrari,Massa,Brazilian,4
British Grand Prix,2012,Lotus F1,Räikkönen,Finnish,5
British Grand Prix,2012,Lotus F1,Grosjean,French,6
British Grand Prix,2012,Mercedes,Schumacher,German,7
British Grand Prix,2012,McLaren,Hamilton,British,8
British Grand Prix,2012,Williams,Senna,Brazilian,9
British Grand Prix,2012,McLaren,Button,British,10
British Grand Prix,2012,Sauber,Kobayashi,Japanese,11
British Grand Prix,2012,Force India,Hülkenberg,German,12
British Grand Prix,2012,Toro Rosso,Ricciardo,Australian,13
British Grand Prix,2012,Toro Rosso,Vergne,French,14
British Grand Prix,2012,Mercedes,Rosberg,German,15
British Grand Prix,2012,Williams,Maldonado,Venezuelan,16
British Grand Prix,2012,Caterham,Kovalainen,Finnish,17
British Grand Prix,2012,Marussia,Glock,German,18
British Grand Prix,2012,Marussia,Pic,French,19
British Grand Prix,2012,HRT,de la Rosa,Spanish,20
British Grand Prix,2012,HRT,Karthikeyan,Indian,21
British Grand Prix,2012,Sauber,Pérez,Mexican,22
British Grand Prix,2012,Force India,di Resta,British,23
British Grand Prix,2012,Caterham,Petrov,Russian,24
German Grand Prix,2012,Ferrari,Alonso,Spanish,1
German Grand Prix,2012,McLaren,Button,British,2
German Grand Prix,2012,Lotus F1,Räikkönen,Finnish,3
German Grand Prix,2012,Sauber,Kobayashi,Japanese,4
German Grand Prix,2012,Red Bull,Vettel,German,5
German Grand Prix,2012,Sauber,Pérez,Mexican,6
German Grand Prix,2012,Mercedes,Schumacher,German,7
German Grand Prix,2012,Red Bull,Webber,Australian,8
German Grand Prix,2012,Force India,Hülkenberg,German,9
German Grand Prix,2012,Mercedes,Rosberg,German,10
German Grand Prix,2012,Force India,di Resta,British,11
German Grand Prix,2012,Ferrari,Massa,Brazilian,12
German Grand Prix,2012,Toro Rosso,Ricciardo,Australian,13
German Grand Prix,2012,Toro Rosso,Vergne,French,14
German Grand Prix,2012,Williams,Maldonado,Venezuelan,15
German Grand Prix,2012,Caterham,Petrov,Russian,16
German Grand Prix,2012,Williams,Senna,Brazilian,17
German Grand Prix,2012,Lotus F1,Grosjean,French,18
German Grand Prix,2012,Caterham,Kovalainen,Finnish,19
German Grand Prix,2012,Marussia,Pic,French,20
German Grand Prix,2012,HRT,de la Rosa,Spanish,21
German Grand Prix,2012,Marussia,Glock,German,22
German Grand Prix,2012,HRT,Karthikeyan,Indian,23
German Grand Prix,2012,McLaren,Hamilton,British,24
Hungarian Grand Prix,2012,McLaren,Hamilton,British,1
Hungarian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,2
Hungarian Grand Prix,2012,Lotus F1,Grosjean,French,3
Hungarian Grand Prix,2012,Red Bull,Vettel,German,4
Hungarian Grand Prix,2012,Ferrari,Alonso,Spanish,5
Hungarian Grand Prix,2012,McLaren,Button,British,6
Hungarian Grand Prix,2012,Williams,Senna,Brazilian,7
Hungarian Grand Prix,2012,Red Bull,Webber,Australian,8
Hungarian Grand Prix,2012,Ferrari,Massa,Brazilian,9
Hungarian Grand Prix,2012,Mercedes,Rosberg,German,10
Hungarian Grand Prix,2012,Force India,Hülkenberg,German,11
Hungarian Grand Prix,2012,Force India,di Resta,British,12
Hungarian Grand Prix,2012,Williams,Maldonado,Venezuelan,13
Hungarian Grand Prix,2012,Sauber,Pérez,Mexican,14
Hungarian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,15
Hungarian Grand Prix,2012,Toro Rosso,Vergne,French,16
Hungarian Grand Prix,2012,Caterham,Kovalainen,Finnish,17
Hungarian Grand Prix,2012,Sauber,Kobayashi,Japanese,18
Hungarian Grand Prix,2012,Caterham,Petrov,Russian,19
Hungarian Grand Prix,2012,Marussia,Pic,French,20
Hungarian Grand Prix,2012,Marussia,Glock,German,21
Hungarian Grand Prix,2012,HRT,de la Rosa,Spanish,22
Hungarian Grand Prix,2012,HRT,Karthikeyan,Indian,23
Hungarian Grand Prix,2012,Mercedes,Schumacher,German,24
Belgian Grand Prix,2012,McLaren,Button,British,1
Belgian Grand Prix,2012,Red Bull,Vettel,German,2
Belgian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,3
Belgian Grand Prix,2012,Force India,Hülkenberg,German,4
Belgian Grand Prix,2012,Ferrari,Massa,Brazilian,5
Belgian Grand Prix,2012,Red Bull,Webber,Australian,6
Belgian Grand Prix,2012,Mercedes,Schumacher,German,7
Belgian Grand Prix,2012,Toro Rosso,Vergne,French,8
Belgian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,9
Belgian Grand Prix,2012,Force India,di Resta,British,10
Belgian Grand Prix,2012,Mercedes,Rosberg,German,11
